Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score
-1.7295957378620574,-1.186915388018159,0,2,10,0.2242011178785471,1,1,-0.32763788208478745,-0.20552043295802125,1,0.15706306555634025,0.9855499657710435
-1.7246821136067676,0.958662428783896,1,0,39,-2.244892069944902,7,0,0.5604232746617522,1.6056283824845383,2,-2.976789610402713,-2.166957864848674
-1.7197684893514775,-0.471722782417474,0,2,102,0.8613864566716951,6,1,-1.659729617204597,-1.111094840679301,0,1.201680624209358,1.616051531894987
-1.7148548650961877,-1.902107993618844,1,1,101,-1.5280585638026105,11,0,0.11639269628848238,0.7000539747632586,2,-1.9321720517496952,-1.5364562987247306
-1.7099412408408978,0.243469823183211,1,0,18,-0.3333360535654577,0,1,-0.7716684604580573,-0.20552043295802125,1,-0.8875544930966774,0.3550483996471
-1.7050276165856078,-1.186915388018159,0,2,5,1.8171644648614176,1,1,-2.1037601955778666,-2.016669248400581,0,2.246298182862376,1.616051531894987
-1.700113992330318,1.673855034384581,1,0,33,-2.682956990365192,4,0,1.004453853035022,2.511202790205818,2,-2.976789610402713,-2.7974594309726175
-1.6952003680750278,-0.471722782417474,0,2,16,0.7020901219734079,5,1,-0.7716684604580573,-0.20552043295802125,1,-0.8875544930966774,0.9855499657710435
-1.690286743819738,-1.902107993618844,1,1,46,-0.7315768903111752,6,0,-0.32763788208478745,0.7000539747632586,2,-1.9321720517496952,-0.9059547326007871
-1.6853731195644481,0.243469823183211,0,0,89,-1.2891140617551802,1,0,0.11639269628848238,0.7000539747632586,1,-1.9321720517496952,-1.5364562987247306
-1.680459495309158,-1.186915388018159,1,2,31,-0.09439155151802726,5,1,-0.5940562291087492,-1.111094840679301,0,0.15706306555634025,0.3550483996471
-1.6755458710538682,-0.471722782417474,0,2,90,0.4631456199259775,6,1,-0.9492806918073653,-0.20552043295802125,1,-0.8875544930966774,0.9855499657710435
-1.6706322467985781,0.958662428783896,1,0,44,-1.6873548985008977,4,0,0.29400492763779046,1.6056283824845383,2,-1.9321720517496952,-1.5364562987247306
-1.6657186225432883,-1.902107993618844,0,1,61,1.2596272934174126,1,1,-1.2156990388313271,-1.111094840679301,2,1.201680624209358,1.616051531894987
-1.6608049982879984,0.243469823183211,1,2,82,-0.9705213923586057,11,0,-0.06121953506082571,0.7000539747632586,1,-0.8875544930966774,-0.9059547326007871
-1.6558913740327084,-0.471722782417474,0,2,20,-0.5722805556128882,6,1,-0.7716684604580573,-0.20552043295802125,0,0.15706306555634025,0.3550483996471
